1050199,42265,RentLinx,P.O. Box 9550,NA,SAN DIEGO,CA,92169,,,8005105469,8664056753,jeremy.schneider@rentlinx.com,RLHC42265,,NA,1,2012-11-01 14:34:23,2016-06-22 14:05:00,2016-06-22 14:05:00,SEBL,RENTDATA Handler,1-2K95B5,DataManager,Rentals,2016-06-22 14:05:00,2016-06-23 14:05:00
1050199,42265,RentLinx,P.O. Box 9550,NA,SAN DIEGO,CA,92169,,,8005105469,8664056753,jeremy.schneider@rentlinx.com,RLHC42265,,NA,1,2012-11-01 14:34:23,2016-06-22 14:05:00,2016-06-22 14:05:00,SEBL,RENTDATA Handler,1-2K95B5,DataManager,Rentals,2016-06-22 14:05:00,2016-06-23 14:05:00
ERROR:Data is not matching with Target
1050209,6161,Greystar Management - Irvine,"17885 Von Karman Ave, Ste 450",NA,IRVINE,CA,92614,NA,NA,9492428686,9497050009,emoholick@greystar.com,NA,http://www.liveoverture.com/,NA,0,2011-09-19 08:59:20,2016-06-23 16:34:56,2016-06-23 16:34:56,NA,NA,NA,Senior,SeniorHousing,2016-06-23 16:34:56,2016-06-24 09:28:53
1050209,6161,Greystar Management - Irvine,"17885 Von Karman Ave, Ste 450",NA,IRVINE,CA,92614,NA,NA,9492428686,9497050009,emoholick@greystar.com,NA,http://www.liveoverture.com/,NA,,2011-09-19 08:59:20,2016-06-23 16:34:56,2016-06-23 16:34:56,NA,NA,NA,Senior,SeniorHousing,2016-06-23 16:34:56,2016-06-24 09:28:53
ERROR:Data is not matching with Target
1050210,6018,Pennrose Management Company,1301 N. 31st Street,NA,PHILADELPHIA,PA,19121,NA,NA,2673868600,NA,mbarnhart@pennrose.com,NA,http://www.pennrose.com,http://info.rentnet.com/management/18/6018/logo/6018.l02.gif,0,2010-04-12 12:01:50,2016-06-23 13:16:22,2016-06-23 13:16:22,NA,NA,NA,Senior,SeniorHousing,2016-06-23 13:16:22,9999-12-31 23:59:59
1050210,6018,Pennrose Management Company,1301 N. 31st Street,NA,PHILADELPHIA,PA,19121,NA,NA,2673868600,NA,mbarnhart@pennrose.com,NA,http://www.pennrose.com,http://info.rentnet.com/management/18/6018/logo/6018.l02.gif,,2010-04-12 12:01:50,2016-06-23 13:16:22,2016-06-23 13:16:22,NA,NA,NA,Senior,SeniorHousing,2016-06-23 13:16:22,9999-12-31 23:59:59
ERROR:Data is not matching with Target
1050225,42275,Generic Management Company,54321 Santosh Road,,Bangalore,IN,56004,Move.com,Move.com,8009787368,4807654321,jaina.thompson@move.com,NA,NA,NA,1,2013-01-02 15:17:59,2016-06-24 05:00:03,2016-06-24 05:00:03,"Thompson, Jaina","Thompson, Jaina",999999,DataManager,Rentals,2016-06-24 05:00:03,2016-06-24 17:00:03
1050225,42275,Generic Management Company,54321 Santosh Road,,Bangalore,IN,56004,Move.com,Move.com,8009787368,4807654321,jaina.thompson@move.com,NA,NA,NA,1,2013-01-02 15:17:59,2016-06-24 05:00:03,2016-06-24 05:00:03,"Thompson, Jaina","Thompson, Jaina",999999,DataManager,Rentals,2016-06-24 05:00:03,2016-06-24 17:00:03
ERROR:Data is not matching with Target
1050816,55381,Partner’s Management Group,CS,NA,CS,CS,CS,NA,NA,8009787368,NA,NA,CSTRCS44084001,NA,NA,1,2015-12-18 13:58:00,2016-06-24 05:00:03,2016-06-24 05:00:03,RENTDATA Handler,RENTDATA Handler,NA,DataManager,Rentals,2016-06-24 05:00:03,2016-06-24 17:00:03
1050816,55381,Partnerâ€™s Management Group,CS,NA,CS,CS,CS,NA,NA,8009787368,NA,NA,CSTRCS44084001,NA,NA,1,2015-12-18 13:58:00,2016-06-24 05:00:03,2016-06-24 05:00:03,RENTDATA Handler,RENTDATA Handler,NA,DataManager,Rentals,2016-06-24 05:00:03,2016-06-24 17:00:03
ERROR:Data is not matching with Target
1051103,38819,Rentals Lead Testing,123 Paper Street,,MISSOULA,MT,59801,,,8009787368,4805664681,allen.cook@move.com,,,NA,1,2008-08-21 14:16:12,2016-06-24 05:00:03,2016-06-24 05:00:03,SEBL,"Krista, Tuttle",1-17TU0J,DataManager,Rentals,2016-06-24 05:00:03,2016-06-24 17:00:03
1051103,38819,Rentals Lead Testing,123 Paper Street,,MISSOULA,MT,59801,,,8009787368,4805664681,allen.cook@move.com,,,NA,1,2008-08-21 14:16:12,2016-06-24 05:00:03,2016-06-24 05:00:03,SEBL,"Krista, Tuttle",1-17TU0J,DataManager,Rentals,2016-06-24 05:00:03,2016-06-24 17:00:03
ERROR:Data is not matching with Target
1051104,51722,ARTest_Management_Jan292015,4130 Lexington Avenue,Unit 1111,Binder,CA,00001,,,8009787368,,raji.pattar@move.com,NA,,NA,1,2015-01-29 15:56:44,2016-06-24 05:00:03,2016-06-24 05:00:03,SEBL,Siebel,1-ESH3TP,DataManager,Rentals,2016-06-24 05:00:03,2016-06-24 17:00:03
1051104,51722,ARTest_Management_Jan292015,4130 Lexington Avenue,Unit 1111,Binder,CA,00001,,,8009787368,,raji.pattar@move.com,NA,,NA,1,2015-01-29 15:56:44,2016-06-24 05:00:03,2016-06-24 05:00:03,SEBL,Siebel,1-ESH3TP,DataManager,Rentals,2016-06-24 05:00:03,2016-06-24 17:00:03
ERROR:Data is not matching with Target
1051105,41772,Cartesian Management Company,550 W. 64th Ave.,,KOTLIK,AK,99518,,,8009787368,,,,http://corp.ltsolutions.com/demo.html,NA,1,2009-09-17 13:40:37,2016-06-24 05:00:03,2016-06-24 05:00:03,SEBL,"Ram, Prasad",1-1J92PP,DataManager,Rentals,2016-06-24 05:00:03,2016-06-24 17:00:03
1051105,41772,Cartesian Management Company,550 W. 64th Ave.,,KOTLIK,AK,99518,,,8009787368,,,,http://corp.ltsolutions.com/demo.html,NA,1,2009-09-17 13:40:37,2016-06-24 05:00:03,2016-06-24 05:00:03,SEBL,"Ram, Prasad",1-1J92PP,DataManager,Rentals,2016-06-24 05:00:03,2016-06-24 17:00:03
ERROR:Data is not matching with Target
1051714,53314,Team Asset Management Corporation,CS,NA,CS,CS,CS,,,8009787368,,NA,CSTRCS1369526,,NA,1,2015-12-18 13:58:00,2016-06-24 05:00:03,2016-06-24 05:00:03,RENTDATA Handler,RENTDATA Handler,NA,DataManager,Rentals,2016-06-24 05:00:03,2016-06-24 17:00:03
1051714,53314,Team Asset Management Corporation,CS,NA,CS,CS,CS,,,8009787368,,NA,CSTRCS1369526,,NA,1,2015-12-18 13:58:00,2016-06-24 05:00:03,2016-06-24 05:00:03,RENTDATA Handler,RENTDATA Handler,NA,DataManager,Rentals,2016-06-24 05:00:03,2016-06-24 17:00:03
ERROR:Data is not matching with Target
1054655,42265,RentLinx,P.O. Box 9550,NA,SAN DIEGO,CA,92169,,,8005105469,8664056753,jeremy.schneider@rentlinx.com,RLHC42265,,NA,1,2012-11-01 14:34:23,2016-06-23 14:05:00,2016-06-23 14:05:00,SEBL,RENTDATA Handler,1-2K95B5,DataManager,Rentals,2016-06-23 14:05:00,2016-06-24 13:46:00
1054655,42265,RentLinx,P.O. Box 9550,NA,SAN DIEGO,CA,92169,,,8005105469,8664056753,jeremy.schneider@rentlinx.com,RLHC42265,,NA,1,2012-11-01 14:34:23,2016-06-23 14:05:00,2016-06-23 14:05:00,SEBL,RENTDATA Handler,1-2K95B5,DataManager,Rentals,2016-06-23 14:05:00,2016-06-24 13:46:00
ERROR:Data is not matching with Target
1054656,6490,Birchwood Suites Realty LLC,216 River Avenue Suite 107,NA,LAKEWOOD,NJ,08701,NA,NA,6313685252,NA,thomas.harty@birchwoodsuites.com,NA,NA,NA,0,2016-06-24 16:20:22,2016-06-24 16:20:54,2016-06-24 16:20:54,NA,NA,NA,Senior,SeniorHousing,2016-06-24 16:20:54,2016-06-28 08:53:55
1054656,6490,Birchwood Suites Realty LLC,216 River Avenue Suite 107,NA,LAKEWOOD,NJ,08701,NA,NA,6313685252,NA,thomas.harty@birchwoodsuites.com,NA,NA,NA,,2016-06-24 16:20:22,2016-06-24 16:20:54,2016-06-24 16:20:54,NA,NA,NA,Senior,SeniorHousing,2016-06-24 16:20:54,2016-06-28 08:53:55
ERROR:Data is not matching with Target
1054663,5901,Greystar Management,600 East Las Colinas Boulevard,NA,IRVING,TX,75039,NA,NA,9724442154,9724442112,mfuller@greystar.com,NA,http://www.greystar.com,http://info.rentnet.com/management/01/5901/logo/5901.l01.gif,0,2009-07-28 13:14:26,2016-06-24 15:22:02,2016-06-24 15:22:02,NA,NA,NA,Senior,SeniorHousing,2016-06-24 15:22:02,9999-12-31 23:59:59
1054663,5901,Greystar Management,600 East Las Colinas Boulevard,NA,IRVING,TX,75039,NA,NA,9724442154,9724442112,mfuller@greystar.com,NA,http://www.greystar.com,http://info.rentnet.com/management/01/5901/logo/5901.l01.gif,,2009-07-28 13:14:26,2016-06-24 15:22:02,2016-06-24 15:22:02,NA,NA,NA,Senior,SeniorHousing,2016-06-24 15:22:02,9999-12-31 23:59:59
ERROR:Data is not matching with Target
1054667,6375,LCS,"400 Locust, Suite 820",NA,DES MOINES,IA,50309,NA,NA,3176193342,NA,dashiellann@lcsnet.com,NA,http://www.lcsnet.com/,NA,0,2014-08-22 13:22:59,2016-06-24 10:16:43,2016-06-24 10:16:43,NA,NA,NA,Senior,SeniorHousing,2016-06-24 10:16:43,2016-07-14 09:09:36
1054667,6375,LCS,"400 Locust, Suite 820",NA,DES MOINES,IA,50309,NA,NA,3176193342,NA,dashiellann@lcsnet.com,NA,http://www.lcsnet.com/,NA,,2014-08-22 13:22:59,2016-06-24 10:16:43,2016-06-24 10:16:43,NA,NA,NA,Senior,SeniorHousing,2016-06-24 10:16:43,2016-07-14 09:09:36
ERROR:Data is not matching with Target
1054670,6489,National Church Residence represented by Varsity,Varsity Branding - 5321D Jaycee Avenue,NA,HARRISBURG,PA,17112,NA,NA,7176521277,NA,etheurer@VarsityBranding.com,NA,NA,NA,0,2016-06-22 14:21:13,2016-06-24 10:14:03,2016-06-24 10:14:03,NA,NA,NA,Senior,SeniorHousing,2016-06-24 10:14:03,9999-12-31 23:59:59
